Country Name,Year,Value,Disaggregation
Europe & Central Asia,2003,32.85,"Basic, female"
Europe & Central Asia (excluding high income),2020,22.906,"Basic, female"
Europe & Central Asia (excluding high income),2018,30.272,"Basic, female"
Europe & Central Asia (excluding high income),2017,23.907,"Basic, female"
Europe & Central Asia (excluding high income),2016,22.58,"Basic, female"
Europe & Central Asia (IDA & IBRD),2023,20.549,"Basic, female"
Europe & Central Asia (IDA & IBRD),2022,20.21,"Basic, female"
Europe & Central Asia (IDA & IBRD),2021,20.672,"Basic, female"
Europe & Central Asia (IDA & IBRD),2020,19.787,"Basic, female"
Europe & Central Asia (IDA & IBRD),2019,21.517,"Basic, female"
Europe & Central Asia (IDA & IBRD),2018,22.454,"Basic, female"
Europe & Central Asia (IDA & IBRD),2017,19.891,"Basic, female"
Europe & Central Asia (IDA & IBRD),2016,22.909,"Basic, female"
Europe & Central Asia (IDA & IBRD),2015,23.999,"Basic, female"
Europe & Central Asia (IDA & IBRD),2014,21.535,"Basic, female"
Europe & Central Asia (IDA & IBRD),2013,22.436,"Basic, female"
Europe & Central Asia (IDA & IBRD),2012,22.923,"Basic, female"
Europe & Central Asia (IDA & IBRD),2011,22.654,"Basic, female"
Europe & Central Asia (IDA & IBRD),2010,22.039,"Basic, female"
European Union,2023,28.504,"Basic, female"
European Union,2022,28.251,"Basic, female"
European Union,2021,27.314,"Basic, female"
European Union,2020,27.447,"Basic, female"
European Union,2019,28.288,"Basic, female"
European Union,2018,28.332,"Basic, female"
European Union,2017,28.699,"Basic, female"
European Union,2016,28.584,"Basic, female"
European Union,2015,28.978,"Basic, female"
European Union,2014,27.632,"Basic, female"
European Union,2013,28.044,"Basic, female"
European Union,2012,28.455,"Basic, female"
European Union,2011,28.582,"Basic, female"
European Union,2010,28.026,"Basic, female"
European Union,2009,28.676,"Basic, female"
European Union,2008,28.689,"Basic, female"
European Union,2007,28.895,"Basic, female"
European Union,2006,28.795,"Basic, female"
European Union,2005,27.867,"Basic, female"
European Union,2004,27.858,"Basic, female"
European Union,2003,28.562,"Basic, female"
European Union,2002,28.636,"Basic, female"
European Union,2001,29.529,"Basic, female"
European Union,2000,30.851,"Basic, female"
European Union,1999,31.943,"Basic, female"
European Union,1998,31.299,"Basic, female"
European Union,1997,30.458,"Basic, female"
European Union,1996,30.414,"Basic, female"
European Union,1995,29.889,"Basic, female"
High income,2023,30.438,"Basic, female"
High income,2022,29.849,"Basic, female"
High income,2021,30.052,"Basic, female"
High income,2020,29.573,"Basic, female"
High income,2019,30.626,"Basic, female"
High income,2018,30.345,"Basic, female"
High income,2017,30.62,"Basic, female"
High income,2016,31.458,"Basic, female"
High income,2015,31.528,"Basic, female"
High income,2014,31.209,"Basic, female"
High income,2013,31.065,"Basic, female"
High income,2012,31.839,"Basic, female"
High income,2011,31.865,"Basic, female"
High income,2010,31.68,"Basic, female"
High income,2009,34.314,"Basic, female"
High income,2008,33.685,"Basic, female"
High income,2007,34.268,"Basic, female"
High income,2006,34.122,"Basic, female"
High income,2005,33.439,"Basic, female"
High income,2004,32.847,"Basic, female"
High income,2003,33.276,"Basic, female"
High income,2002,33.43,"Basic, female"
High income,2001,33.825,"Basic, female"
High income,2000,34.248,"Basic, female"
IBRD only,2021,34.534,"Basic, female"
IBRD only,2000,58.7,"Basic, female"
IDA blend,2019,42.884,"Basic, female"
IDA blend,2016,37.468,"Basic, female"
Late-demographic dividend,2000,71.571,"Basic, female"
Latin America & Caribbean,2023,38.621,"Basic, female"
Latin America & Caribbean,2022,38.797,"Basic, female"
Latin America & Caribbean,2021,38.209,"Basic, female"
Latin America & Caribbean,2020,35.038,"Basic, female"
Latin America & Caribbean,2019,40.841,"Basic, female"
Latin America & Caribbean,2018,40.884,"Basic, female"
Latin America & Caribbean,2017,41.171,"Basic, female"
Latin America & Caribbean,2016,41.321,"Basic, female"
Latin America & Caribbean,2015,46.821,"Basic, female"
Latin America & Caribbean,2014,47.775,"Basic, female"
Latin America & Caribbean,2013,48.087,"Basic, female"
Latin America & Caribbean,2012,48.496,"Basic, female"
Latin America & Caribbean,2011,45.493,"Basic, female"
Latin America & Caribbean,2009,46.877,"Basic, female"
Latin America & Caribbean,2008,47.601,"Basic, female"
Latin America & Caribbean,2007,48.958,"Basic, female"
Latin America & Caribbean,2006,48.648,"Basic, female"
Latin America & Caribbean,2005,48.587,"Basic, female"
Latin America & Caribbean,2004,49.613,"Basic, female"
Latin America & Caribbean,2003,48.939,"Basic, female"
Latin America & Caribbean,2002,50.447,"Basic, female"
Latin America & Caribbean (excluding high income),2023,38.736,"Basic, female"
Latin America & Caribbean (excluding high income),2022,39.019,"Basic, female"
Latin America & Caribbean (excluding high income),2021,38.612,"Basic, female"
Latin America & Caribbean (excluding high income),2020,35.314,"Basic, female"
Latin America & Caribbean (excluding high income),2019,40.963,"Basic, female"
Latin America & Caribbean (excluding high income),2018,40.981,"Basic, female"
Latin America & Caribbean (excluding high income),2017,41.182,"Basic, female"
Latin America & Caribbean (excluding high income),2016,41.836,"Basic, female"
Latin America & Caribbean (excluding high income),2015,47.498,"Basic, female"
Latin America & Caribbean (excluding high income),2014,48.222,"Basic, female"
Latin America & Caribbean (excluding high income),2013,48.609,"Basic, female"
Latin America & Caribbean (excluding high income),2012,49.323,"Basic, female"
Latin America & Caribbean (excluding high income),2011,45.936,"Basic, female"
Latin America & Caribbean (excluding high income),2009,47.535,"Basic, female"
Latin America & Caribbean (excluding high income),2008,47.779,"Basic, female"
Latin America & Caribbean (excluding high income),2007,49.221,"Basic, female"
Latin America & Caribbean (excluding high income),2006,49.42,"Basic, female"
Latin America & Caribbean (excluding high income),2005,48.721,"Basic, female"
Latin America & Caribbean (excluding high income),2004,49.642,"Basic, female"
Latin America & Caribbean (excluding high income),2003,49.638,"Basic, female"
Latin America & Caribbean (excluding high income),2002,50.489,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2023,38.566,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2022,38.797,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2021,38.209,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2020,35.038,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2019,40.842,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2018,40.884,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2017,41.171,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2016,41.321,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2015,47.03,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2014,47.775,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2013,48.087,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2012,48.496,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2011,45.493,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2009,47.44,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2008,47.601,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2007,48.958,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2006,48.648,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2005,48.587,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2004,49.613,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2003,48.939,"Basic, female"
Latin America & Caribbean (IDA & IBRD),2002,50.447,"Basic, female"
Lower middle income,2022,40.635,"Basic, female"
Lower middle income,2021,35.294,"Basic, female"
Lower middle income,2019,35.164,"Basic, female"
Lower middle income,2018,26.884,"Basic, female"
Lower middle income,2012,34.156,"Basic, female"
Lower middle income,2010,35.974,"Basic, female"
Middle East & North Africa (excluding high income),2014,10.679,"Basic, female"
Middle East & North Africa (excluding high income),2012,10.172,"Basic, female"
Middle East & North Africa (IDA & IBRD),2014,10.714,"Basic, female"
Middle East & North Africa (IDA & IBRD),2012,10.2,"Basic, female"
North America,2023,31.867,"Basic, female"
North America,2022,30.303,"Basic, female"
North America,2021,30.542,"Basic, female"
North America,2020,29.525,"Basic, female"
North America,2019,30.91,"Basic, female"
North America,2018,30.661,"Basic, female"
North America,2017,30.683,"Basic, female"
North America,2016,30.195,"Basic, female"
North America,2015,29.776,"Basic, female"
North America,2014,29.676,"Basic, female"
North America,2013,29.428,"Basic, female"
North America,2012,30.224,"Basic, female"
North America,2011,30.168,"Basic, female"
North America,2010,30.594,"Basic, female"
North America,2009,30.995,"Basic, female"
North America,2008,30.453,"Basic, female"
North America,2007,30.663,"Basic, female"
North America,2006,30.225,"Basic, female"
North America,2005,29.662,"Basic, female"
North America,2004,30.081,"Basic, female"
North America,2003,30.364,"Basic, female"
North America,2002,29.965,"Basic, female"
North America,2001,29.901,"Basic, female"
North America,2000,29.776,"Basic, female"
North America,1999,28.655,"Basic, female"
North America,1998,28.085,"Basic, female"
North America,1997,27.51,"Basic, female"
North America,1996,26.798,"Basic, female"
North America,1995,26.85,"Basic, female"
North America,1994,26.23,"Basic, female"
OECD members,2023,33.284,"Basic, female"
OECD members,2022,32.631,"Basic, female"
OECD members,2021,32.896,"Basic, female"
OECD members,2020,32.261,"Basic, female"
OECD members,2019,34.037,"Basic, female"
OECD members,2018,33.688,"Basic, female"
OECD members,2017,34.095,"Basic, female"
OECD members,2016,33.891,"Basic, female"
OECD members,2015,33.979,"Basic, female"
OECD members,2014,33.368,"Basic, female"
OECD members,2013,33.634,"Basic, female"
OECD members,2012,34.395,"Basic, female"
OECD members,2011,34.338,"Basic, female"
OECD members,2010,34.04,"Basic, female"
OECD members,2009,34.526,"Basic, female"
OECD members,2008,34.12,"Basic, female"
OECD members,2007,34.631,"Basic, female"
OECD members,2006,34.301,"Basic, female"
OECD members,2005,33.962,"Basic, female"
OECD members,2004,33.503,"Basic, female"
OECD members,2003,33.855,"Basic, female"
OECD members,2002,33.894,"Basic, female"
OECD members,2001,33.183,"Basic, female"
OECD members,2000,33.522,"Basic, female"
Other small states,2021,33.553,"Basic, female"
Post-demographic dividend,2023,32.889,"Basic, female"
Post-demographic dividend,2022,32.211,"Basic, female"
Post-demographic dividend,2021,32.439,"Basic, female"
Post-demographic dividend,2020,32.002,"Basic, female"
Post-demographic dividend,2019,33.013,"Basic, female"
Post-demographic dividend,2018,33.022,"Basic, female"
Post-demographic dividend,2017,32.569,"Basic, female"
Post-demographic dividend,2016,32.219,"Basic, female"
Post-demographic dividend,2015,32.533,"Basic, female"
Post-demographic dividend,2014,32.946,"Basic, female"
Post-demographic dividend,2013,33.636,"Basic, female"
Post-demographic dividend,2012,34.487,"Basic, female"
Post-demographic dividend,2011,34.658,"Basic, female"
Post-demographic dividend,2010,34.508,"Basic, female"
Post-demographic dividend,2009,35.34,"Basic, female"
Post-demographic dividend,2008,34.61,"Basic, female"
Post-demographic dividend,2007,35.204,"Basic, female"
Post-demographic dividend,2006,35.189,"Basic, female"
Post-demographic dividend,2005,34.359,"Basic, female"
Post-demographic dividend,2004,33.626,"Basic, female"
Post-demographic dividend,2003,33.997,"Basic, female"
Post-demographic dividend,2002,34.034,"Basic, female"
Post-demographic dividend,2001,34.109,"Basic, female"
Post-demographic dividend,2000,34.599,"Basic, female"
Post-demographic dividend,1999,33.187,"Basic, female"
Post-demographic dividend,1997,31.664,"Basic, female"
Post-demographic dividend,1996,31.826,"Basic, female"
South Asia,2023,31.74,"Basic, female"
South Asia,2022,27.752,"Basic, female"
South Asia,2021,22.418,"Basic, female"
South Asia,2020,22.159,"Basic, female"
South Asia,2019,19.41,"Basic, female"
South Asia,2018,16.769,"Basic, female"
South Asia,2012,21.418,"Basic, female"
South Asia,2010,24.319,"Basic, female"
South Asia,2005,26.366,"Basic, female"
South Asia,2000,19.512,"Basic, female"
South Asia,1994,17.94,"Basic, female"
South Asia (IDA & IBRD),2023,31.74,"Basic, female"
South Asia (IDA & IBRD),2022,27.752,"Basic, female"
South Asia (IDA & IBRD),2021,22.418,"Basic, female"
South Asia (IDA & IBRD),2020,22.159,"Basic, female"
South Asia (IDA & IBRD),2019,19.41,"Basic, female"
South Asia (IDA & IBRD),2018,16.769,"Basic, female"
South Asia (IDA & IBRD),2012,21.418,"Basic, female"
South Asia (IDA & IBRD),2010,24.319,"Basic, female"
South Asia (IDA & IBRD),2005,26.366,"Basic, female"
South Asia (IDA & IBRD),2000,19.512,"Basic, female"
South Asia (IDA & IBRD),1994,17.94,"Basic, female"
Upper middle income,2000,69.461,"Basic, female"
Afghanistan,2021,18.875,"Basic, female"
Afghanistan,2020,16.227,"Basic, female"
Afghanistan,2017,17.16,"Basic, female"
Afghanistan,2014,24.459,"Basic, female"
Albania,2019,48.268,"Basic, female"
Albania,2018,47.532,"Basic, female"
Albania,2017,44.888,"Basic, female"
Albania,2016,44.464,"Basic, female"
Albania,2015,42.36,"Basic, female"
Albania,2014,39.022,"Basic, female"
Albania,2013,39.202,"Basic, female"
Albania,2012,46.207,"Basic, female"
Albania,2011,49.571,"Basic, female"
Albania,2010,44.295,"Basic, female"
Albania,2009,43.129,"Basic, female"
Albania,2008,42.212,"Basic, female"
Albania,2007,31.784,"Basic, female"
Albania,2005,9.961,"Basic, female"
Albania,2002,53.11,"Basic, female"
Algeria,2017,11.51,"Basic, female"
Angola,2021,83.757,"Basic, female"
Angola,2019,75.823,"Basic, female"
Angola,2014,28.349,"Basic, female"
Angola,2011,60.353,"Basic, female"
Angola,2009,45.467,"Basic, female"
Angola,2004,63.195,"Basic, female"
Argentina,2023,35.972,"Basic, female"
Argentina,2022,35.98,"Basic, female"
Argentina,2021,33.284,"Basic, female"
Argentina,2020,31.25,"Basic, female"
Argentina,2019,34.41,"Basic, female"
Argentina,2018,33.806,"Basic, female"
Argentina,2017,32.896,"Basic, female"
Argentina,2014,33.685,"Basic, female"
Argentina,2013,33.485,"Basic, female"
Argentina,2012,34.164,"Basic, female"
Argentina,2011,34.658,"Basic, female"
Argentina,2010,34.891,"Basic, female"
Argentina,2009,35.868,"Basic, female"
Argentina,2008,36.349,"Basic, female"
Argentina,2006,38.769,"Basic, female"
Argentina,2005,39.161,"Basic, female"
Argentina,2004,40.875,"Basic, female"
Armenia,2021,22.832,"Basic, female"
Armenia,2020,30.435,"Basic, female"
Armenia,2019,32.928,"Basic, female"
Armenia,2018,33.602,"Basic, female"
Armenia,2017,27.354,"Basic, female"
Armenia,2016,28.216,"Basic, female"
Armenia,2015,33.818,"Basic, female"
Armenia,2014,26.326,"Basic, female"
Armenia,2013,27.967,"Basic, female"
Armenia,2012,31.636,"Basic, female"
Armenia,2011,33.731,"Basic, female"
Armenia,2010,30.337,"Basic, female"
Armenia,2009,28.956,"Basic, female"
Armenia,2008,29.45,"Basic, female"
Armenia,2007,25.365,"Basic, female"
Australia,2023,35.038,"Basic, female"
Australia,2022,35.446,"Basic, female"
Australia,2021,34.393,"Basic, female"
Australia,2020,33.312,"Basic, female"
Australia,2019,34.82,"Basic, female"
Australia,2018,35.355,"Basic, female"
Australia,2017,42.38,"Basic, female"
Australia,2016,42.51,"Basic, female"
Australia,2015,42.67,"Basic, female"
Australia,2014,44.51,"Basic, female"
Australia,2013,44.43,"Basic, female"
Australia,2012,57.88,"Basic, female"
Australia,2011,56.89,"Basic, female"
Australia,2010,56.48,"Basic, female"
Australia,2009,58.25,"Basic, female"
Australia,2008,42.961,"Basic, female"
Australia,2007,42.918,"Basic, female"
Australia,2006,42.34,"Basic, female"
Australia,2005,41.702,"Basic, female"
Australia,2004,41.438,"Basic, female"
Australia,2003,42.201,"Basic, female"
Australia,2002,41.004,"Basic, female"
Australia,2001,41.199,"Basic, female"
Austria,2023,30.857,"Basic, female"
Austria,2022,29.45,"Basic, female"
Austria,2021,30.324,"Basic, female"
Austria,2020,30.059,"Basic, female"
Austria,2019,29.855,"Basic, female"
Austria,2018,30.354,"Basic, female"
Austria,2017,30.348,"Basic, female"
Austria,2016,30.928,"Basic, female"
Austria,2015,30.382,"Basic, female"
Austria,2014,31.005,"Basic, female"
Austria,2013,30.295,"Basic, female"
Austria,2012,30.7,"Basic, female"
Austria,2011,30.636,"Basic, female"
Austria,2010,30.653,"Basic, female"
Austria,2009,31.473,"Basic, female"
Austria,2008,31.565,"Basic, female"
Austria,2007,32.445,"Basic, female"
Austria,2006,30.439,"Basic, female"
Austria,2005,29.569,"Basic, female"
Austria,2004,28.322,"Basic, female"
Austria,2003,31.334,"Basic, female"
Austria,2002,31.519,"Basic, female"
Austria,2001,29.974,"Basic, female"
Austria,2000,30.717,"Basic, female"
Austria,1999,31.347,"Basic, female"
Austria,1998,31.525,"Basic, female"
Austria,1997,32.211,"Basic, female"
Austria,1996,33.417,"Basic, female"
Austria,1995,35.424,"Basic, female"
"Bahamas, The",2023,96.332,"Basic, female"
"Bahamas, The",2019,40.323,"Basic, female"
Bangladesh,2022,45.907,"Basic, female"
Bangladesh,2017,38.221,"Basic, female"
Bangladesh,2016,34.86,"Basic, female"
Bangladesh,2013,42.264,"Basic, female"
Bangladesh,2010,39.45,"Basic, female"
Bangladesh,2006,28.541,"Basic, female"
Barbados,2019,50.145,"Basic, female"
Barbados,2018,49.77,"Basic, female"
Barbados,2017,52.512,"Basic, female"
Barbados,2016,53.506,"Basic, female"
Barbados,2015,53.357,"Basic, female"
Belarus,2023,13.378,"Basic, female"
Belarus,2022,13.988,"Basic, female"
Belarus,2021,13.277,"Basic, female"
Belarus,2020,12.502,"Basic, female"
Belarus,2019,12.852,"Basic, female"
Belarus,2018,11.917,"Basic, female"
Belarus,2017,12.985,"Basic, female"
Belarus,2016,10.834,"Basic, female"
Belgium,2023,19.942,"Basic, female"
Belgium,2022,20.948,"Basic, female"
Belgium,2021,19.834,"Basic, female"
Belgium,2020,19.93,"Basic, female"
Belgium,2019,21.172,"Basic, female"
Belgium,2018,21.609,"Basic, female"
Belgium,2017,22.429,"Basic, female"
Belgium,2016,21.942,"Basic, female"
Belgium,2015,21.688,"Basic, female"
Belgium,2014,22.81,"Basic, female"
Belgium,2013,23.299,"Basic, female"
Belgium,2012,22.856,"Basic, female"
Belgium,2011,23.058,"Basic, female"
Belgium,2010,24.529,"Basic, female"
Belgium,2009,22.843,"Basic, female"
Belgium,2008,23.657,"Basic, female"
Belgium,2007,24.518,"Basic, female"
Belgium,2006,23.986,"Basic, female"
Belgium,2005,22.177,"Basic, female"
Belgium,2004,22.477,"Basic, female"
Belgium,2003,21.85,"Basic, female"
Belgium,2002,21.804,"Basic, female"
Belgium,2001,21.506,"Basic, female"
Belgium,2000,23.326,"Basic, female"
Belgium,1999,23.431,"Basic, female"
Belgium,1998,22.365,"Basic, female"
Belgium,1997,21.5,"Basic, female"
Belgium,1996,22.075,"Basic, female"
Belgium,1995,22.848,"Basic, female"
Belgium,1994,23.018,"Basic, female"
Belgium,1993,22.879,"Basic, female"
Belgium,1992,23.118,"Basic, female"
Belize,2019,47.598,"Basic, female"
Belize,2017,38.387,"Basic, female"
Belize,2016,38.263,"Basic, female"
Belize,2015,34.943,"Basic, female"
Belize,2014,35.782,"Basic, female"
Belize,2013,36.832,"Basic, female"
Belize,2012,45.26,"Basic, female"
Benin,2022,63.4,"Basic, female"
Benin,2019,61.703,"Basic, female"
Benin,2011,72.251,"Basic, female"
Bhutan,2023,51.046,"Basic, female"
Bhutan,2022,61.539,"Basic, female"
Bhutan,2021,79.818,"Basic, female"
Bhutan,2020,74.194,"Basic, female"
Bhutan,2019,69.827,"Basic, female"
Bhutan,2018,63.929,"Basic, female"
Bhutan,2015,43.88,"Basic, female"
Bhutan,2014,44.53,"Basic, female"
Bhutan,2010,22.63,"Basic, female"
Bhutan,2009,49.4,"Basic, female"
Bolivia,2023,64.744,"Basic, female"
Bolivia,2022,65.109,"Basic, female"
Bolivia,2021,65.346,"Basic, female"
Bolivia,2020,51.427,"Basic, female"
Bolivia,2019,60.023,"Basic, female"
Bolivia,2018,57.436,"Basic, female"
Bolivia,2017,50.735,"Basic, female"
Bolivia,2016,48.919,"Basic, female"
Bolivia,2015,45.796,"Basic, female"
Bolivia,2014,52.661,"Basic, female"
Bolivia,2013,50.464,"Basic, female"
Bolivia,2012,45.063,"Basic, female"
Bolivia,2011,52.355,"Basic, female"
Bolivia,2009,53.316,"Basic, female"
Bolivia,2008,51.177,"Basic, female"
Bolivia,2007,50.471,"Basic, female"
Bolivia,2006,51.146,"Basic, female"
Bolivia,2005,48.119,"Basic, female"
Bolivia,2004,67.156,"Basic, female"
Bolivia,2002,55.286,"Basic, female"
Bolivia,2001,60.651,"Basic, female"
Bolivia,2000,52.553,"Basic, female"
Bolivia,1999,49.288,"Basic, female"
Bolivia,1995,49.165,"Basic, female"
Bolivia,1994,46.994,"Basic, female"
Bolivia,1993,43.433,"Basic, female"
Bolivia,1992,42.636,"Basic, female"
Bolivia,1991,42.871,"Basic, female"
Bosnia and Herzegovina,2023,19.837,"Basic, female"
Bosnia and Herzegovina,2022,18.681,"Basic, female"
Bosnia and Herzegovina,2021,18.757,"Basic, female"
Bosnia and Herzegovina,2020,14.825,"Basic, female"
Bosnia and Herzegovina,2019,16.595,"Basic, female"
Bosnia and Herzegovina,2018,14.237,"Basic, female"
Bosnia and Herzegovina,2017,18.487,"Basic, female"
Bosnia and Herzegovina,2016,17.224,"Basic, female"
Bosnia and Herzegovina,2015,17.535,"Basic, female"
Bosnia and Herzegovina,2014,18.711,"Basic, female"
Bosnia and Herzegovina,2013,19.162,"Basic, female"
Bosnia and Herzegovina,2012,19.949,"Basic, female"
Bosnia and Herzegovina,2011,18.905,"Basic, female"
Bosnia and Herzegovina,2010,20.347,"Basic, female"
Bosnia and Herzegovina,2009,20.309,"Basic, female"
Bosnia and Herzegovina,2008,20.482,"Basic, female"
Bosnia and Herzegovina,2007,19.26,"Basic, female"
Bosnia and Herzegovina,2006,50.555,"Basic, female"
Bosnia and Herzegovina,2001,45.782,"Basic, female"
Botswana,2023,59.015,"Basic, female"
Botswana,2022,56.477,"Basic, female"
Botswana,2021,54.163,"Basic, female"
Botswana,2020,58.459,"Basic, female"
Botswana,2019,54.123,"Basic, female"
Botswana,2010,52.42,"Basic, female"
Botswana,2009,57.654,"Basic, female"
Botswana,2006,62.522,"Basic, female"
Brazil,2023,32.102,"Basic, female"
Brazil,2022,33.358,"Basic, female"
Brazil,2021,32.392,"Basic, female"
Brazil,2020,30.576,"Basic, female"
Brazil,2019,36.326,"Basic, female"
Brazil,2018,36.865,"Basic, female"
Brazil,2017,37.238,"Basic, female"
Brazil,2016,37.048,"Basic, female"
Brazil,2015,50.216,"Basic, female"
Brazil,2014,54.439,"Basic, female"
Brazil,2013,54.825,"Basic, female"
Brazil,2012,55.425,"Basic, female"
Brazil,2011,48.095,"Basic, female"
Brazil,2009,52.715,"Basic, female"
Brazil,2008,52.312,"Basic, female"
Brazil,2007,53.266,"Basic, female"
Brazil,2006,54.213,"Basic, female"
Brazil,2005,54.656,"Basic, female"
Brazil,2004,54,"Basic, female"
Brazil,2003,53.065,"Basic, female"
Brazil,2002,53.339,"Basic, female"
Brazil,2001,51.825,"Basic, female"
Brazil,1999,50.799,"Basic, female"
Brazil,1998,49.581,"Basic, female"
Brazil,1997,48.811,"Basic, female"
Brazil,1996,48.353,"Basic, female"
Brazil,1995,49.772,"Basic, female"
Brazil,1992,51.847,"Basic, female"
Brazil,1990,51.329,"Basic, female"
Brazil,1989,50.928,"Basic, female"
Brunei Darussalam,2023,37.039,"Basic, female"
Brunei Darussalam,2022,31.834,"Basic, female"
Brunei Darussalam,2021,36.667,"Basic, female"
Brunei Darussalam,2020,40.963,"Basic, female"
